model_name,x,y,model_name,batch,tier,final_score,pbr_type,base_color_score,normal_score,roughness_score,metallic_score,normal_map_expected_score,normal_map_pred_score,roughness_expected_score,roughness_pred_score,metallic_expected_score,metallic_pred_score,base_color_expected_score,base_color_pred_score
3d66__1__101724_长凳,-60.32247543334961,-4.413887977600098,3d66__1__101724_长凳,batch_249,Tier 4 (手游级),1.75,physical,2,0,2,5,1.973280872036298e-09,0,0.7370258569717407,0,4.552308082580566,5,2.529881000518799,5
3d66__1__102514_衣服2_4,-18.537086486816406,-36.63550567626953,3d66__1__102514_衣服2_4,batch_249,Incorrect (不可用),0.0,physical,0,0,0,0,0.00035778284654952586,0,0.10772129893302917,0,0.09837950766086578,0,1.6453545093536377,0
3d66__1__102978_凳子1-3,-22.1989688873291,-28.37939453125,3d66__1__102978_凳子1-3,batch_249,Tier 5 (勉强可用),1.15,physical,2,0,3,0,0.18940560519695282,0,3.3175854682922363,5,0.18134020268917084,0,0.82990562915802,0
3d66__2__22199_柜子03,-66.34091186523438,4.569807529449463,3d66__2__22199_柜子03,batch_249,Tier 5 (勉强可用),1.29,physical,2,0,0,5,7.777998622775228e-15,0,0.00014701639884151518,0,4.641395568847656,5,2.3521487712860107,0
3d66__2__29592_椅子,-2.4436051845550537,-25.910486221313477,3d66__2__29592_椅子,batch_249,Tier 4 (手游级),1.75,physical,2,0,2,5,0.006744276266545057,0,0.8694504499435425,0,4.8443403244018555,5,2.828035354614258,5
3d66__3__30188_沙发_05,-63.3708381652832,-1.383481502532959,3d66__3__30188_沙发_05,batch_249,Incorrect (不可用),0.35,uncertain,1,0,0,0,2.12756678594217e-12,0,0.04262993857264519,0,2.6393275260925293,5,2.910001277923584,5
3d66__5__56067_饰品9,-46.960269927978516,-1.481751561164856,3d66__5__56067_饰品9,batch_249,Tier 4 (手游级),1.75,physical,2,0,2,5,3.389628300265457e-10,0,0.7049652338027954,0,4.939705848693848,5,2.1934804916381836,0
3d66__6__60701_椅子,-67.31733703613281,-7.690965175628662,3d66__6__60701_椅子,batch_249,Tier 4 (手游级),1.79,physical,3,0,1,5,3.397422946355193e-16,0,0.23202475905418396,0,4.242323398590088,5,3.328169822692871,5
3d66__6__68264_椅子042,-52.46289825439453,-9.03648567199707,3d66__6__68264_椅子042,batch_249,Tier 4 (手游级),1.94,physical,3,0,2,5,1.9310447896714322e-05,0,1.0912002325057983,0,4.7996697425842285,5,3.2149243354797363,5
3d66__6__69645_摆件002,26.328956604003906,-16.178682327270508,3d66__6__69645_摆件002,batch_249,Tier 4 (手游级),1.94,physical,3,0,2,5,0.0007682240102440119,0,1.523662805557251,0,4.914375305175781,5,4.044042587280273,5
3d66__7__76759_椅子-19,1.128393292427063,-29.700576782226562,3d66__7__76759_椅子-19,batch_249,Tier 3 (游戏级),3.15,physical,3,3,2,5,3.3753302097320557,5,1.202239990234375,0,4.797076225280762,5,3.3770053386688232,5
3d66__8__8006_水壶_01,-46.588260650634766,-8.71879768371582,3d66__8__8006_水壶_01,batch_249,Tier 4 (手游级),1.9,physical,2,0,3,5,2.637693796714302e-08,0,4.182248592376709,5,4.878402233123779,5,3.1372621059417725,5
3d66__8__84177_床,-62.794620513916016,0.6294664740562439,3d66__8__84177_床,batch_249,Tier 5 (勉强可用),1.04,physical,3,0,1,0,1.05318236770513e-11,0,0.6011754274368286,0,0.9785647392272949,0,3.359055280685425,5
3d66__8__89117_沙发,-53.64976501464844,25.807886123657227,3d66__8__89117_沙发,batch_249,Tier 5 (勉强可用),1.48,physical,3,0,0,5,1.9910392438760027e-05,0,0.004163027741014957,0,4.460964202880859,5,3.0883359909057617,5
3d66__9__9109_凳子,23.44367027282715,-14.553451538085938,3d66__9__9109_凳子,batch_249,Tier 4 (手游级),2.09,physical,3,0,3,5,6.198875780683011e-05,0,3.500187873840332,5,4.934729099273682,5,3.7676548957824707,5
3d66__9__95600_桌子,-49.27760696411133,1.394863247871399,3d66__9__95600_桌子,batch_249,Tier 4 (手游级),1.75,physical,2,0,2,5,4.4026237446814775e-05,0,0.6364227533340454,0,4.854612350463867,5,3.5299339294433594,5
3d66__9__99684_衣柜2,-25.29219627380371,-19.38762092590332,3d66__9__99684_衣柜2,batch_249,Tier 5 (勉强可用),1.0,physical,2,0,1,1,0.008841052651405334,0,0.6635303497314453,0,2.944807529449463,5,2.18196439743042,0
games__APEX__dragon_lgnd_v21_rebelfreed_w_LOD0_None,15.713872909545898,57.79658508300781,games__APEX__dragon_lgnd_v21_rebelfreed_w_LOD0_None,batch_249,Tier 2 (高级/AAA),3.65,physical,3,4,3,5,4.194899559020996,5,3.321115493774414,5,4.18509578704834,5,3.625709295272827,5
games__Counter_Strike_2__distillery_window_large_03a_None,7.2508039474487305,-5.539064407348633,games__Counter_Strike_2__distillery_window_large_03a_None,batch_249,Tier 2 (高级/AAA),3.65,physical,3,4,3,5,1.8308357000350952,0,3.1699905395507812,5,3.3462095260620117,5,2.8896994590759277,5
games__Dota_2__dead_tree,36.32143020629883,1.3306306600570679,games__Dota_2__dead_tree,batch_249,Tier 3 (游戏级),2.65,physical,3,2,1,5,2.2565176486968994,0,0.3283180594444275,0,4.9710917472839355,5,2.264582872390747,0
games__Ghostrunner__906_SM_jetpack_rocket_01_None,-18.59440040588379,30.284461975097656,games__Ghostrunner__906_SM_jetpack_rocket_01_None,batch_249,Tier 5 (勉强可用),1.4,physical,2,2,0,0,1.3514987230300903,0,1.3586804866790771,0,1.2933828830718994,0,2.5148558616638184,5
games__Layers_Of_Fear_3__1751_sm_en_Kitchen_Pots_11_with_tex_None,39.09297180175781,25.315837860107422,games__Layers_Of_Fear_3__1751_sm_en_Kitchen_Pots_11_with_tex_None,batch_249,Tier 3 (游戏级),3.15,physical,3,3,3,4,3.127411127090454,5,2.9127509593963623,5,4.068286418914795,5,3.8445074558258057,5
games__Poppy_Playtime_Chapter_3__517_SM_ToyboxHuggy_B_with_tex,-28.971235275268555,-20.08242416381836,games__Poppy_Playtime_Chapter_3__517_SM_ToyboxHuggy_B_with_tex,batch_249,Tier 5 (勉强可用),0.73,physical,3,0,0,0,0.004201173782348633,0,0.12286479026079178,0,0.8246155381202698,0,3.5427560806274414,5
games__Resident_Evil_7_Biohazard__449_sm1097_trashcan01bmesh_None,35.06448745727539,25.71602439880371,games__Resident_Evil_7_Biohazard__449_sm1097_trashcan01bmesh_None,batch_249,Tier 4 (手游级),2.38,physical,4,2,4,0,1.0049409866333008,0,4.378258228302002,5,2.73940372467041,5,4.178460121154785,5
games__The_Eternal_Cylinder__101_tangerine_plant_fruit_None,45.04050064086914,-9.887760162353516,games__The_Eternal_Cylinder__101_tangerine_plant_fruit_None,batch_249,Tier 3 (游戏级),3.15,physical,3,3,2,5,3.0420217514038086,5,1.5748028755187988,0,4.464797496795654,5,3.1308932304382324,5
games__The_Eternal_Cylinder__412_triangular_entrance_staticmesh_None,48.63813018798828,-0.2871851325035095,games__The_Eternal_Cylinder__412_triangular_entrance_staticmesh_None,batch_249,Tier 2 (高级/AAA),3.84,physical,4,4,3,5,4.183640956878662,5,3.30037522315979,5,4.597593784332275,5,3.6942217350006104,5
kitbash__45116624fe8e1ead89bc033deed7ab325291d6062769f7b7c38e53327cc74a88,-43.47616958618164,-14.732177734375,kitbash__45116624fe8e1ead89bc033deed7ab325291d6062769f7b7c38e53327cc74a88,batch_249,Tier 5 (勉强可用),1.19,physical,3,0,2,0,2.507945850993565e-07,0,2.032230854034424,0,0.04012018442153931,0,3.119927167892456,5
megascan__0c69a19199b5cc575c94e02664d1b4e471ca0562428541083c89aa00bef54d93,27.3353214263916,-42.7118034362793,megascan__0c69a19199b5cc575c94e02664d1b4e471ca0562428541083c89aa00bef54d93,batch_249,Tier 2 (高级/AAA),3.7,physical,4,4,1,5,4.81274938583374,5,0.22017410397529602,0,4.873263835906982,5,4.2673749923706055,5
megascan__5b1b56a774df1ddfd84bf2c39c8261df83508e4778d058f24c5caaef8603a416,62.567420959472656,-24.244956970214844,megascan__5b1b56a774df1ddfd84bf2c39c8261df83508e4778d058f24c5caaef8603a416,batch_249,Tier 2 (高级/AAA),4.04,physical,4,5,2,5,4.997941017150879,5,1.0110832452774048,0,4.993823528289795,5,4.433560848236084,5
pbrmax__Box_1,64.7490463256836,-5.476503372192383,pbrmax__Box_1,batch_249,Tier 2 (高级/AAA),3.8,physical,4,3,4,5,2.4904985427856445,0,4.8532867431640625,5,4.968567371368408,5,4.304025173187256,5
pbrmax__Ground_15,60.15413284301758,-25.339441299438477,pbrmax__Ground_15,batch_249,Tier 2 (高级/AAA),3.68,physical,5,3,3,5,3.9810142517089844,5,4.736980438232422,5,4.998034477233887,5,4.551212310791016,5
pbrmax__Ruins,50.495574951171875,7.929741859436035,pbrmax__Ruins,batch_249,Tier 2 (高级/AAA),3.53,physical,5,3,2,5,2.801382064819336,5,2.111804962158203,0,4.950934410095215,5,4.261903285980225,5
sketchfab__0b__0bf1549f1f0c42038ee601bfc0edbeb9,1.1844990253448486,15.340192794799805,sketchfab__0b__0bf1549f1f0c42038ee601bfc0edbeb9,batch_249,Tier 5 (勉强可用),1.2,physical,2,1,1,0,1.031785488128662,0,1.6875263452529907,0,0.13596826791763306,0,2.449244499206543,0
sketchfab__02__028fd7144e34470581728c2d07d045d7,-5.788742542266846,-20.192087173461914,sketchfab__02__028fd7144e34470581728c2d07d045d7,batch_249,Tier 4 (手游级),1.85,physical,3,1,3,0,0.10840491205453873,0,3.3975329399108887,5,0.048607029020786285,0,3.829406261444092,5
sketchfab__3d__3d23677ef3744792a78ec712746c611d_None,-0.4364636540412903,32.365882873535156,sketchfab__3d__3d23677ef3744792a78ec712746c611d_None,batch_249,Tier 4 (手游级),1.52,physical,4,0,0,4,0.03539978712797165,0,0.030604491010308266,0,4.4357008934021,5,3.65612530708313,5
sketchfab__3f__3f2f6ef9a3f84d008be373036f8d52b8,3.2460014820098877,42.8176383972168,sketchfab__3f__3f2f6ef9a3f84d008be373036f8d52b8,batch_249,Tier 1 (电影级),4.5,physical,4,5,5,4,4.988264083862305,5,4.997833251953125,5,3.5215535163879395,5,3.58015775680542,5
sketchfab__4b__4b47b238b5be4e6a8009c218aafbf29d_2,3.534586191177368,-7.493438243865967,sketchfab__4b__4b47b238b5be4e6a8009c218aafbf29d_2,batch_249,Tier 4 (手游级),2.24,physical,4,2,2,0,0.34835290908813477,0,1.9150487184524536,0,2.9803099632263184,5,4.3654913902282715,5
sketchfab__4c__4cf943b560ad4c789a7a0069d4d39616,-32.294883728027344,24.92791748046875,sketchfab__4c__4cf943b560ad4c789a7a0069d4d39616,batch_249,Tier 5 (勉强可用),1.3,physical,2,0,1,3,0.28793859481811523,0,0.416623592376709,0,0.4194445013999939,0,2.9561078548431396,5
sketchfab__4d__4d03b754f46d4f0e8fccd3c2710147d5,-25.807628631591797,-35.129791259765625,sketchfab__4d__4d03b754f46d4f0e8fccd3c2710147d5,batch_249,Tier 5 (勉强可用),0.65,uncertain,1,0,1,1,0.00880209356546402,0,3.183112144470215,5,0.8839213252067566,0,3.0952401161193848,5
sketchfab__05__051e35c9b61147b489c6c5d442843541,20.752111434936523,-13.5015287399292,sketchfab__05__051e35c9b61147b489c6c5d442843541,batch_249,Tier 3 (游戏级),3.15,physical,3,3,2,5,2.655636787414551,5,1.5832332372665405,0,4.929363250732422,5,3.0604233741760254,5
sketchfab__5f__5f43b48cf4f544438f740628e1457b59,-13.37697696685791,19.45142364501953,sketchfab__5f__5f43b48cf4f544438f740628e1457b59,batch_249,Tier 5 (勉强可用),1.19,physical,3,0,2,0,2.0108485221862793,0,2.463632345199585,3,3.231853485107422,5,3.279067039489746,5
sketchfab__6c__6cb7a976fae04c0abca965ab54d4aba9_None,-23.58871841430664,34.192466735839844,sketchfab__6c__6cb7a976fae04c0abca965ab54d4aba9_None,batch_249,Tier 4 (手游级),2.27,physical,0,3,3,3,2.3032257556915283,0,2.849757194519043,5,2.8667945861816406,5,1.8263988494873047,0
sketchfab__6f__6fcaeccf700f49d59970b2be27f946f7_2,-41.17599868774414,10.616287231445312,sketchfab__6f__6fcaeccf700f49d59970b2be27f946f7_2,batch_249,Tier 5 (勉强可用),1.34,physical,3,0,3,0,0.008539536967873573,0,2.6760787963867188,3,3.0569934844970703,5,3.644735097885132,5
sketchfab__7d__7dc55cd9300447cc88470471776236b5_None,-25.34554100036621,45.798519134521484,sketchfab__7d__7dc55cd9300447cc88470471776236b5_None,batch_249,Tier 4 (手游级),2.15,physical,2,2,2,3,2.8963541984558105,5,1.0826921463012695,0,2.2152557373046875,0,1.7510093450546265,0
sketchfab__9f__9faea59e49cd44ca88173ec270ccbc27_None,11.127033233642578,43.931976318359375,sketchfab__9f__9faea59e49cd44ca88173ec270ccbc27_None,batch_249,Tier 3 (游戏级),2.67,physical,5,1,2,5,1.898530125617981,0,3.901754856109619,5,4.630868911743164,5,3.987612247467041,5
sketchfab__15__153b27c601b44e4f975445987b5931a5,29.46954917907715,29.731176376342773,sketchfab__15__153b27c601b44e4f975445987b5931a5,batch_249,Tier 4 (手游级),2.2,physical,3,2,3,0,2.455711603164673,0,3.372819185256958,5,1.7792248725891113,0,3.7588140964508057,5
sketchfab__20__20152bdc9f3c480abf037c8c608904c4,-21.000288009643555,-29.21040153503418,sketchfab__20__20152bdc9f3c480abf037c8c608904c4,batch_249,Tier 5 (勉强可用),1.15,physical,2,0,3,0,0.06806658208370209,0,1.885547399520874,0,0.21661627292633057,0,1.3738811016082764,0
sketchfab__24__2484eacdf8c345f198fde6f44f1f0241_20,-4.331287384033203,13.240913391113281,sketchfab__24__2484eacdf8c345f198fde6f44f1f0241_20,batch_249,Tier 5 (勉强可用),1.0,physical,2,0,2,0,0.09104109555482864,0,1.4676719903945923,0,1.3755601644515991,0,2.8526721000671387,5
sketchfab__30__3079fd883893457aa3b847c72bd69dc2,42.07692337036133,-13.058294296264648,sketchfab__30__3079fd883893457aa3b847c72bd69dc2,batch_249,Tier 2 (高级/AAA),3.7,physical,3,5,1,5,4.995804309844971,5,0.1484004706144333,0,4.8989410400390625,5,3.1826608180999756,5
sketchfab__32__32bbf0704b3749dabb5a4c960d20f3a4,-13.898320198059082,37.41699981689453,sketchfab__32__32bbf0704b3749dabb5a4c960d20f3a4,batch_249,Tier 5 (勉强可用),1.27,physical,4,1,0,0,0.8667195439338684,0,0.01817861944437027,0,2.5984480381011963,5,3.6788558959960938,5
sketchfab__37__376797f3edd74436a6bdf8aece03949a_None,6.287487983703613,36.282352447509766,sketchfab__37__376797f3edd74436a6bdf8aece03949a_None,batch_249,Tier 4 (手游级),1.84,physical,3,1,3,1,0.5271151065826416,0,3.110531806945801,5,1.5847898721694946,0,3.383608818054199,5
sketchfab__40__404fff7367b94be7b49e213fa238363d_3,11.497349739074707,60.16082763671875,sketchfab__40__404fff7367b94be7b49e213fa238363d_3,batch_249,Tier 3 (游戏级),3.34,physical,3,4,4,3,4.720499515533447,5,4.633552551269531,5,2.416421413421631,0,3.4764928817749023,5
sketchfab__49__490c6910a4f54db4921c69357a230b25_butler-n-murder-drones-check-description_2,-48.00559997558594,6.9548020362854,sketchfab__49__490c6910a4f54db4921c69357a230b25_butler-n-murder-drones-check-description_2,batch_249,Tier 5 (勉强可用),0.69,stylized,2,0,1,0,2.095286617986858e-05,0,0.906898021697998,0,1.2484192848205566,0,2.106873035430908,0
sketchfab__50__50e9bf7f4c164c528369fdc3e3dd5bd5_None,25.666547775268555,-13.9284029006958,sketchfab__50__50e9bf7f4c164c528369fdc3e3dd5bd5_None,batch_249,Tier 4 (手游级),2.25,physical,3,0,3,5,0.15573382377624512,0,2.209761381149292,0,4.805359363555908,5,2.9282279014587402,5
sketchfab__57__571dacabecdd4022baa8d1e370363514,29.138933181762695,3.026663303375244,sketchfab__57__571dacabecdd4022baa8d1e370363514,batch_249,Tier 4 (手游级),2.1,physical,2,1,2,5,0.3513018488883972,0,1.4703752994537354,0,4.86742639541626,5,2.591862678527832,5
sketchfab__69__6947fb90a6b54a499a446b7c36196afc_mersedes-benz-s-class-w223-brabus-850,-30.05581283569336,2.5531702041625977,sketchfab__69__6947fb90a6b54a499a446b7c36196afc_mersedes-benz-s-class-w223-brabus-850,batch_249,Tier 5 (勉强可用),0.54,physical,2,0,0,0,0.003832182614132762,0,0.04730476811528206,0,0.004674158990383148,0,3.1892495155334473,5
sketchfab__71__716c73aa1df3430b8930b1687c7ac4fc_None,35.45711135864258,-2.226015329360962,sketchfab__71__716c73aa1df3430b8930b1687c7ac4fc_None,batch_249,Tier 3 (游戏级),2.65,physical,3,2,1,5,0.9519311189651489,0,0.2946350574493408,0,4.644408702850342,5,3.618880271911621,5
sketchfab__73__73bd305335ed4fa0b81beaddb24c22c0_None,-21.168659210205078,47.22393798828125,sketchfab__73__73bd305335ed4fa0b81beaddb24c22c0_None,batch_249,Tier 4 (手游级),1.5,physical,2,1,2,1,1.168664574623108,0,1.3481950759887695,0,2.6205894947052,5,2.7516424655914307,5
sketchfab__74__745e02ebbbf042feb76fe03262857a50_2,42.70232391357422,-21.566905975341797,sketchfab__74__745e02ebbbf042feb76fe03262857a50_2,batch_249,Tier 3 (游戏级),2.53,physical,3,3,0,5,3.0539374351501465,5,0.058602143079042435,0,4.830939292907715,5,4.497168064117432,5
sketchfab__78__78a605afc2064b1685e4e7bc3eb11d47_None,-20.623783111572266,53.621009826660156,sketchfab__78__78a605afc2064b1685e4e7bc3eb11d47_None,batch_249,Tier 3 (游戏级),2.84,physical,3,3,3,3,2.5378429889678955,5,3.3187663555145264,5,3.1724514961242676,5,3.5128002166748047,5
sketchfab__80__80ac6dc8c3044b08a819b92fc53e03a8_1,22.442975997924805,-15.697080612182617,sketchfab__80__80ac6dc8c3044b08a819b92fc53e03a8_1,batch_249,Tier 3 (游戏级),3.3,stylized,3,3,3,5,2.964735507965088,5,2.7488532066345215,5,4.946910381317139,5,3.9909310340881348,5
sketchfab__85__85378fb4128247f3af86092009a49e8e_None,31.450401306152344,-31.58447265625,sketchfab__85__85378fb4128247f3af86092009a49e8e_None,batch_249,Tier 3 (游戏级),3.0,physical,3,3,1,5,3.473839282989502,5,0.9653048515319824,0,4.984939098358154,5,3.3976166248321533,5
sketchfab__88__88cda24d90f541008c8cf49cb1be38c3_None,9.55341911315918,54.58731460571289,sketchfab__88__88cda24d90f541008c8cf49cb1be38c3_None,batch_249,Tier 3 (游戏级),2.65,physical,3,2,2,4,3.618743419647217,5,1.4373924732208252,0,3.7825465202331543,5,3.5684733390808105,5
sketchfab__88__884eedcff14c441387c43a6e57e52e59_None,1.6985889673233032,18.16107177734375,sketchfab__88__884eedcff14c441387c43a6e57e52e59_None,batch_249,Tier 4 (手游级),1.69,stylized,3,1,2,1,1.123534083366394,0,0.710069477558136,0,2.6936442852020264,5,3.724684953689575,5
sketchfab__90__906b3257e7a7478583b9260748168885,5.317938804626465,-19.378868103027344,sketchfab__90__906b3257e7a7478583b9260748168885,batch_249,Tier 3 (游戏级),2.8,physical,3,2,2,5,2.7573087215423584,5,1.6461176872253418,0,4.160952091217041,5,3.843966245651245,5
sketchfab__99__99309494654b40bcba8841159c42ce4d,1.0897120237350464,-17.067689895629883,sketchfab__99__99309494654b40bcba8841159c42ce4d,batch_249,Tier 3 (游戏级),3.0,physical,3,3,3,3,2.6833314895629883,5,4.791321754455566,5,2.306126832962036,0,2.6944894790649414,5
sketchfab__aa__aa3a0d1b9baf4006a7ecf9e9f905ee9d_1,5.85501766204834,5.8805952072143555,sketchfab__aa__aa3a0d1b9baf4006a7ecf9e9f905ee9d_1,batch_249,Tier 4 (手游级),1.8,physical,2,1,1,4,0.9054123759269714,0,0.700835645198822,0,2.5814437866210938,5,3.0302927494049072,5
sketchfab__ac__ac9c450602c24675a76f6aac174e5211,-32.953006744384766,24.866378784179688,sketchfab__ac__ac9c450602c24675a76f6aac174e5211,batch_249,Tier 5 (勉强可用),0.69,physical,2,0,1,0,0.0927288681268692,0,0.17447495460510254,0,0.4429779052734375,0,2.9582066535949707,5
sketchfab__b0__b0f7754072804ad2b2882003cc04563f_None,-4.668187141418457,29.904552459716797,sketchfab__b0__b0f7754072804ad2b2882003cc04563f_None,batch_249,Tier 4 (手游级),2.29,physical,3,1,2,5,1.5979275703430176,0,1.2565761804580688,0,4.614044189453125,5,3.7551956176757812,5
sketchfab__b3__b328b576177d44988f46e3c4625742a3_None,-18.862051010131836,38.23810577392578,sketchfab__b3__b328b576177d44988f46e3c4625742a3_None,batch_249,Tier 3 (游戏级),2.65,physical,3,2,1,5,0.400956928730011,0,0.30082055926322937,0,4.747993469238281,5,2.6692986488342285,5
sketchfab__b5__b5dbe917d2584866bacc2cbe68c47636_1,-4.278840065002441,-2.892137050628662,sketchfab__b5__b5dbe917d2584866bacc2cbe68c47636_1,batch_249,Tier 4 (手游级),1.99,physical,3,1,2,3,0.7424853444099426,0,1.4008897542953491,0,2.6916370391845703,5,2.9134750366210938,5
sketchfab__bb__bb933c79bc2f46b8953f4b6d895e8459,44.57231903076172,1.9730960130691528,sketchfab__bb__bb933c79bc2f46b8953f4b6d895e8459,batch_249,Tier 3 (游戏级),3.1,physical,3,2,4,5,2.5273630619049072,5,4.762669086456299,5,4.98258113861084,5,3.949230670928955,5
sketchfab__bc__bc621fdee1904138b5cb14ab4aa6e9e8_31,-23.43109130859375,-20.466447830200195,sketchfab__bc__bc621fdee1904138b5cb14ab4aa6e9e8_31,batch_249,Tier 5 (勉强可用),0.99,physical,2,0,0,3,0.01602151244878769,0,0.6623324155807495,0,2.809239625930786,5,2.251403331756592,0
sketchfab__bc__bcaf7474dbd9430696b4ca5b2f6ea30f,19.643407821655273,8.538995742797852,sketchfab__bc__bcaf7474dbd9430696b4ca5b2f6ea30f,batch_249,Tier 4 (手游级),2.32,physical,4,4,0,0,4.41141939163208,5,0.2351694405078888,0,0.053733356297016144,0,4.69946813583374,5
sketchfab__bd__bd3f410051664f4bb2a474a1d05db75c_4,-40.236328125,10.62393856048584,sketchfab__bd__bd3f410051664f4bb2a474a1d05db75c_4,batch_249,Tier 4 (手游级),1.94,physical,3,0,3,4,0.02615722268819809,0,3.1638033390045166,5,3.3966057300567627,5,3.359856367111206,5
sketchfab__be__be1bcca801a24714927ca4340b9938c9,23.80612564086914,-22.16012954711914,sketchfab__be__be1bcca801a24714927ca4340b9938c9,batch_249,Tier 4 (手游级),2.41,physical,2,1,3,5,2.2629666328430176,0,2.489492416381836,3,4.919363021850586,5,2.9139368534088135,5
sketchfab__c0__c0d0decaf1f6490a81f79a2c1b2326eb_None,-28.996971130371094,-10.784547805786133,sketchfab__c0__c0d0decaf1f6490a81f79a2c1b2326eb_None,batch_249,Tier 5 (勉强可用),1.04,physical,3,0,1,0,0.0016269002808257937,0,1.1915555000305176,0,1.6305981874465942,0,3.5526645183563232,5
sketchfab__c7__c7b784ce2f3d40bea92a62abe5c70622_3,-18.534324645996094,-31.789810180664062,sketchfab__c7__c7b784ce2f3d40bea92a62abe5c70622_3,batch_249,Tier 5 (勉强可用),0.92,physical,0,0,1,3,7.081415787979495e-06,0,0.22128623723983765,0,0.20867791771888733,0,0.6291174292564392,0
sketchfab__d0__d0b341457ab34a2fa652488bba091d21_sword-parts_9,-31.020160675048828,48.724117279052734,sketchfab__d0__d0b341457ab34a2fa652488bba091d21_sword-parts_9,batch_249,Tier 4 (手游级),2.34,physical,3,2,2,3,0.6290600299835205,0,0.5680493116378784,0,2.4380176067352295,0,1.1825644969940186,0
sketchfab__d4__d411fd1ba2184bdeaeb3c6d705c12e53,8.75057601928711,11.596314430236816,sketchfab__d4__d411fd1ba2184bdeaeb3c6d705c12e53,batch_249,Tier 4 (手游级),2.3,physical,2,2,3,3,1.722569227218628,0,2.33701491355896,0,2.938558578491211,5,2.87858247756958,5
sketchfab__d4__d44240d28e97487ba078dfe932d98561_None,1.531154990196228,48.49348449707031,sketchfab__d4__d44240d28e97487ba078dfe932d98561_None,batch_249,Tier 2 (高级/AAA),3.6,physical,3,3,5,5,3.531109571456909,5,4.998831748962402,5,3.7863924503326416,5,3.042253017425537,5
sketchfab__d9__d9476918d96241ebb9d1f36274e28211_1,12.094830513000488,-43.34918212890625,sketchfab__d9__d9476918d96241ebb9d1f36274e28211_1,batch_249,Tier 4 (手游级),2.13,physical,4,0,2,5,0.003071719314903021,0,1.9121209383010864,0,4.864641189575195,5,3.706019163131714,5
sketchfab__da__dab8b343e85541f6a1e452ba406cf4d0,35.59050750732422,-6.8463335037231445,sketchfab__da__dab8b343e85541f6a1e452ba406cf4d0,batch_249,Tier 3 (游戏级),2.65,physical,3,2,1,5,1.6414748430252075,0,0.1918918937444687,0,4.759024620056152,5,2.8756515979766846,5
sketchfab__dc__dc1f915b75d84ee2b17cc9266c104070_2,-46.00299835205078,-14.602453231811523,sketchfab__dc__dc1f915b75d84ee2b17cc9266c104070_2,batch_249,Tier 4 (手游级),1.98,physical,4,0,1,5,9.036104893311858e-05,0,1.4826174974441528,0,4.8575639724731445,5,3.583014488220215,5
sketchfab__dc__dc8d0f0195d24b8799a06df4b1bd6c1c,33.507606506347656,16.39606475830078,sketchfab__dc__dc8d0f0195d24b8799a06df4b1bd6c1c,batch_249,Tier 3 (游戏级),2.95,physical,3,2,3,5,1.4658699035644531,0,2.4288763999938965,2,4.6441802978515625,5,2.9802446365356445,5
sketchfab__de__ded309aba9044c5da9c0c7a3fa566c67,-32.39167022705078,25.924545288085938,sketchfab__de__ded309aba9044c5da9c0c7a3fa566c67,batch_249,Tier 5 (勉强可用),1.45,physical,2,0,2,3,0.05906103551387787,0,0.6965362429618835,0,2.9815192222595215,5,2.247868776321411,0
sketchfab__e1__e1fd06bd3c68430083be9017075af028_1,28.457204818725586,-41.426612854003906,sketchfab__e1__e1fd06bd3c68430083be9017075af028_1,batch_249,Tier 3 (游戏级),2.65,physical,3,2,1,5,2.8884527683258057,5,1.1899831295013428,0,4.959611892700195,5,3.0283823013305664,5
sketchfab__e1__e17a4b509fa441bf9ef06d145670cfa7,-47.94106674194336,2.657494306564331,sketchfab__e1__e17a4b509fa441bf9ef06d145670cfa7,batch_249,Tier 5 (勉强可用),0.65,physical,1,0,2,0,0.0027702506631612778,0,1.0632367134094238,0,0.44865190982818604,0,3.4146296977996826,5
sketchfab__e2__e2467cd723a84fc4824e82002b976f5d,-7.724637031555176,4.0867815017700195,sketchfab__e2__e2467cd723a84fc4824e82002b976f5d,batch_249,Tier 5 (勉强可用),1.19,physical,3,0,1,1,0.009233278222382069,0,1.1694371700286865,0,1.338578701019287,0,2.039100170135498,0
sketchfab__e8__e8f01d5fae784266a5714ec6d709de3e,2.0127196311950684,-29.22045135498047,sketchfab__e8__e8f01d5fae784266a5714ec6d709de3e,batch_249,Tier 2 (高级/AAA),4.34,physical,5,4,4,5,4.361021995544434,5,4.639676094055176,5,4.9656982421875,5,4.015104293823242,5
sketchfab__e9__e95cd6b143644d66842af49996d7ba19_None,8.493766784667969,39.959537506103516,sketchfab__e9__e95cd6b143644d66842af49996d7ba19_None,batch_249,Tier 4 (手游级),2.04,physical,3,2,3,0,1.3829622268676758,0,3.699428081512451,5,3.938675880432129,5,3.345050811767578,5
sketchfab__ec__eccf23763cab467c895b22d8dba3bf23_None,-5.774691104888916,43.85320281982422,sketchfab__ec__eccf23763cab467c895b22d8dba3bf23_None,batch_249,Tier 3 (游戏级),2.6,physical,3,1,3,5,1.9054055213928223,0,3.274878978729248,5,3.8799326419830322,5,3.0097737312316895,5
sketchfab__ed__ed4be05d61b943ea988dc514e7b49ed2_None,-8.524678230285645,56.7087287902832,sketchfab__ed__ed4be05d61b943ea988dc514e7b49ed2_None,batch_249,Tier 2 (高级/AAA),3.61,physical,3,3,4,5,2.973299980163574,5,4.7580766677856445,5,4.773732662200928,5,3.6704227924346924,5
